Tanggal,Provinsi,Running Sum of divaksin1 (ribu),divaksin1 (ribu)
11/7/2021,Jawa Tengah,18267.08,15.099
11/8/2021,Jawa Tengah,18393.049,125.969
11/9/2021,Jawa Tengah,18532.867,139.818
11/10/2021,Jawa Tengah,18672.96,140.093
11/11/2021,Jawa Tengah,18839.405,166.445
11/12/2021,Jawa Tengah,18971.457,132.052
11/13/2021,Jawa Tengah,19128.185,156.728
11/14/2021,Jawa Tengah,19155.333,27.148
11/15/2021,Jawa Tengah,19272.171,116.838
11/16/2021,Jawa Tengah,19391.277,119.106
11/17/2021,Jawa Tengah,19511.66,120.383
11/18/2021,Jawa Tengah,19641.481,129.821
11/19/2021,Jawa Tengah,19729.206,87.725
11/20/2021,Jawa Tengah,19826.361,97.155
11/21/2021,Jawa Tengah,19834.736,8.375
11/22/2021,Jawa Tengah,19937.857,103.121
11/23/2021,Jawa Tengah,20039.917,102.06
11/24/2021,Jawa Tengah,20148.31,108.393
11/25/2021,Jawa Tengah,20261.704,113.394
11/26/2021,Jawa Tengah,20334.37,72.666
11/27/2021,Jawa Tengah,20421.67,87.3
11/28/2021,Jawa Tengah,20424.859,3.189
11/29/2021,Jawa Tengah,20507.838,82.979
11/30/2021,Jawa Tengah,20599.13,91.292
12/1/2021,Jawa Tengah,20668.112,68.982
12/2/2021,Jawa Tengah,20741.427,73.315
12/3/2021,Jawa Tengah,20794.472,53.045
12/4/2021,Jawa Tengah,20861.674,67.202
12/5/2021,Jawa Tengah,20864.68,3.006
12/6/2021,Jawa Tengah,20933.487,68.807
12/7/2021,Jawa Tengah,20999.911,66.424
12/8/2021,Jawa Tengah,21075.618,75.707
12/9/2021,Jawa Tengah,21155.315,79.697
12/10/2021,Jawa Tengah,21221.887,66.572
12/11/2021,Jawa Tengah,21288.182,66.295
12/12/2021,Jawa Tengah,21292.956,4.774
12/13/2021,Jawa Tengah,21356.893,63.937
12/14/2021,Jawa Tengah,21424.372,67.479
12/15/2021,Jawa Tengah,21488.257,63.885
12/16/2021,Jawa Tengah,21568.756,80.499
12/17/2021,Jawa Tengah,21621.151,52.395
12/18/2021,Jawa Tengah,21673.801,52.65
12/19/2021,Jawa Tengah,21676.955,3.154
12/20/2021,Jawa Tengah,21729.737,52.782
12/21/2021,Jawa Tengah,21787.324,57.587
12/22/2021,Jawa Tengah,21846.528,59.204
12/23/2021,Jawa Tengah,21908.858,62.33
12/24/2021,Jawa Tengah,21955.326,46.468
12/25/2021,Jawa Tengah,21958.232,2.906
12/26/2021,Jawa Tengah,21960.556,2.324
12/27/2021,Jawa Tengah,21979.034,18.478
1/4/2021,Jawa Barat,0.001,0.001
1/7/2021,Jawa Barat,0.003,0.002
1/13/2021,Jawa Barat,0.009,0.006
1/14/2021,Jawa Barat,1.981,1.972
1/15/2021,Jawa Barat,4.022,2.041
1/16/2021,Jawa Barat,5.212,1.19
1/17/2021,Jawa Barat,5.224,0.012
1/18/2021,Jawa Barat,8.298,3.074
1/19/2021,Jawa Barat,11.314,3.016
1/20/2021,Jawa Barat,15.185,3.871
1/21/2021,Jawa Barat,20.043,4.858
1/22/2021,Jawa Barat,22.955,2.912
1/23/2021,Jawa Barat,24.417,1.462
1/24/2021,Jawa Barat,24.649,0.232
1/25/2021,Jawa Barat,27.317,2.668
1/26/2021,Jawa Barat,32.131,4.814
1/27/2021,Jawa Barat,37.061,4.93
1/28/2021,Jawa Barat,44.157,7.096
1/29/2021,Jawa Barat,53.081,8.924
1/30/2021,Jawa Barat,59.014,5.933
1/31/2021,Jawa Barat,59.412,0.398
2/1/2021,Jawa Barat,72.15,12.738
2/2/2021,Jawa Barat,83.197,11.047
2/3/2021,Jawa Barat,95.201,12.004
2/4/2021,Jawa Barat,108.39,13.189
2/5/2021,Jawa Barat,115.86,7.47
2/6/2021,Jawa Barat,119.445,3.585
2/7/2021,Jawa Barat,119.542,0.097
2/8/2021,Jawa Barat,124.651,5.109
2/9/2021,Jawa Barat,130.48,5.829
2/10/2021,Jawa Barat,136.54,6.06
2/11/2021,Jawa Barat,142.839,6.299
2/12/2021,Jawa Barat,143.163,0.324
2/13/2021,Jawa Barat,147.129,3.966
2/14/2021,Jawa Barat,147.261,0.132
2/15/2021,Jawa Barat,151.677,4.416
2/16/2021,Jawa Barat,155.305,3.628
2/17/2021,Jawa Barat,158.985,3.68
2/18/2021,Jawa Barat,162.316,3.331
2/19/2021,Jawa Barat,164.121,1.805
2/20/2021,Jawa Barat,165.598,1.477
2/21/2021,Jawa Barat,165.629,0.031
2/22/2021,Jawa Barat,166.81,1.181
2/23/2021,Jawa Barat,167.862,1.052
2/24/2021,Jawa Barat,169.366,1.504
2/25/2021,Jawa Barat,174.745,5.379
2/26/2021,Jawa Barat,180.613,5.868
2/27/2021,Jawa Barat,186.358,5.745
2/28/2021,Jawa Barat,187.251,0.893
3/1/2021,Jawa Barat,204.375,17.124
3/2/2021,Jawa Barat,233.261,28.886
3/3/2021,Jawa Barat,267.812,34.551
3/4/2021,Jawa Barat,306.083,38.271
3/5/2021,Jawa Barat,331.875,25.792
3/6/2021,Jawa Barat,352.367,20.492
3/7/2021,Jawa Barat,355.323,2.956
3/8/2021,Jawa Barat,398.935,43.612
3/9/2021,Jawa Barat,452.809,53.874
3/10/2021,Jawa Barat,510.086,57.277
3/11/2021,Jawa Barat,515.008,4.922
3/12/2021,Jawa Barat,547.927,32.919
3/13/2021,Jawa Barat,572.242,24.315
3/14/2021,Jawa Barat,572.565,0.323
3/15/2021,Jawa Barat,614.152,41.587
3/16/2021,Jawa Barat,665.216,51.064
3/17/2021,Jawa Barat,722.488,57.272
3/18/2021,Jawa Barat,777.585,55.097
3/19/2021,Jawa Barat,809.968,32.383
3/20/2021,Jawa Barat,834.568,24.6
3/21/2021,Jawa Barat,836.543,1.975
3/22/2021,Jawa Barat,877.794,41.251
3/23/2021,Jawa Barat,926.643,48.849
3/24/2021,Jawa Barat,971.8,45.157
3/25/2021,Jawa Barat,1029.741,57.941
3/26/2021,Jawa Barat,1064.78,35.039
3/27/2021,Jawa Barat,1089.032,24.252
3/28/2021,Jawa Barat,1090.423,1.391
3/29/2021,Jawa Barat,1132.999,42.576
3/30/2021,Jawa Barat,1170.439,37.44
3/31/2021,Jawa Barat,1209.71,39.271
4/1/2021,Jawa Barat,1245.697,35.987
4/2/2021,Jawa Barat,1247.603,1.906
4/3/2021,Jawa Barat,1257.937,10.334
4/4/2021,Jawa Barat,1258.122,0.185
4/5/2021,Jawa Barat,1289.317,31.195
4/6/2021,Jawa Barat,1321.812,32.495
4/7/2021,Jawa Barat,1356.674,34.862
4/8/2021,Jawa Barat,1393.772,37.098
4/9/2021,Jawa Barat,1425.097,31.325
4/10/2021,Jawa Barat,1452.127,27.03
4/11/2021,Jawa Barat,1454.927,2.8
4/12/2021,Jawa Barat,1486.097,31.17
4/13/2021,Jawa Barat,1498.148,12.051
4/14/2021,Jawa Barat,1511.857,13.709
4/15/2021,Jawa Barat,1527.191,15.334
4/16/2021,Jawa Barat,1538.314,11.123
4/17/2021,Jawa Barat,1550.653,12.339
4/18/2021,Jawa Barat,1553.211,2.558
4/19/2021,Jawa Barat,1574.339,21.128
4/20/2021,Jawa Barat,1605.23,30.891
4/21/2021,Jawa Barat,1635.348,30.118
4/22/2021,Jawa Barat,1668.046,32.698
4/23/2021,Jawa Barat,1684.88,16.834
4/24/2021,Jawa Barat,1700.761,15.881
4/25/2021,Jawa Barat,1704.268,3.507
4/26/2021,Jawa Barat,1724.971,20.703
4/27/2021,Jawa Barat,1748.337,23.366
4/28/2021,Jawa Barat,1767.415,19.078
4/29/2021,Jawa Barat,1793.9,26.485
4/30/2021,Jawa Barat,1810.122,16.222
5/1/2021,Jawa Barat,1818.455,8.333
5/2/2021,Jawa Barat,1820.09,1.635
5/3/2021,Jawa Barat,1835.831,15.741
5/4/2021,Jawa Barat,1853.39,17.559
5/5/2021,Jawa Barat,1870.499,17.109
5/6/2021,Jawa Barat,1886.948,16.449
5/7/2021,Jawa Barat,1896.499,9.551
5/8/2021,Jawa Barat,1906.196,9.697
5/9/2021,Jawa Barat,1906.355,0.159
5/10/2021,Jawa Barat,1914.259,7.904
5/11/2021,Jawa Barat,1919.253,4.994
5/12/2021,Jawa Barat,1919.549,0.296
5/13/2021,Jawa Barat,1919.56,0.011
5/14/2021,Jawa Barat,1919.584,0.024
5/15/2021,Jawa Barat,1919.775,0.191
5/16/2021,Jawa Barat,1919.801,0.026
5/17/2021,Jawa Barat,1924.265,4.464
5/18/2021,Jawa Barat,1940.341,16.076
5/19/2021,Jawa Barat,1960.225,19.884
5/20/2021,Jawa Barat,1984.119,23.894
5/21/2021,Jawa Barat,2000.854,16.735
5/22/2021,Jawa Barat,2013.294,12.44
5/23/2021,Jawa Barat,2014.113,0.819
5/24/2021,Jawa Barat,2040.972,26.859
5/25/2021,Jawa Barat,2068.344,27.372
5/26/2021,Jawa Barat,2068.973,0.629
5/27/2021,Jawa Barat,2102.233,33.26
5/28/2021,Jawa Barat,2119.777,17.544
5/29/2021,Jawa Barat,2136.169,16.392
5/30/2021,Jawa Barat,2136.466,0.297
5/31/2021,Jawa Barat,2156.023,19.557
6/1/2021,Jawa Barat,2156.762,0.739
6/2/2021,Jawa Barat,2183.606,26.844
6/3/2021,Jawa Barat,2213.53,29.924
6/4/2021,Jawa Barat,2231.243,17.713
6/5/2021,Jawa Barat,2245.843,14.6
6/6/2021,Jawa Barat,2246.923,1.08
6/7/2021,Jawa Barat,2279.361,32.438
6/8/2021,Jawa Barat,2316.913,37.552
6/9/2021,Jawa Barat,2359.111,42.198
6/10/2021,Jawa Barat,2416.107,56.996
6/11/2021,Jawa Barat,2451.548,35.441
6/12/2021,Jawa Barat,2475.483,23.935
6/13/2021,Jawa Barat,2478.396,2.913
6/14/2021,Jawa Barat,2519.962,41.566
6/15/2021,Jawa Barat,2567.624,47.662
6/16/2021,Jawa Barat,2620.216,52.592
6/17/2021,Jawa Barat,2687.821,67.605
6/18/2021,Jawa Barat,2723.404,35.583
6/19/2021,Jawa Barat,2760.659,37.255
6/20/2021,Jawa Barat,2763.034,2.375
6/21/2021,Jawa Barat,2812.401,49.367
6/22/2021,Jawa Barat,2876.369,63.968
6/23/2021,Jawa Barat,2941.418,65.049
6/24/2021,Jawa Barat,3003.396,61.978
6/25/2021,Jawa Barat,3041.961,38.565
6/26/2021,Jawa Barat,3222.47,180.509
6/27/2021,Jawa Barat,3232.679,10.209
6/28/2021,Jawa Barat,3300.653,67.974
6/29/2021,Jawa Barat,3381.746,81.093
6/30/2021,Jawa Barat,3469.204,87.458
7/1/2021,Jawa Barat,3569.716,100.512
7/2/2021,Jawa Barat,3633.941,64.225
7/3/2021,Jawa Barat,3697.854,63.913
7/4/2021,Jawa Barat,3707.668,9.814000000
7/5/2021,Jawa Barat,3792.26,84.592
7/6/2021,Jawa Barat,3903.75,111.49
7/7/2021,Jawa Barat,4017.784,114.034
7/8/2021,Jawa Barat,4159.016,141.232
7/9/2021,Jawa Barat,4234.505,75.489
7/10/2021,Jawa Barat,4315.692,81.187
7/11/2021,Jawa Barat,4340.383,24.691
7/12/2021,Jawa Barat,4458.623,118.24
7/13/2021,Jawa Barat,4567.566,108.943
7/14/2021,Jawa Barat,4714.41,146.844
7/15/2021,Jawa Barat,4879.868,165.458
7/16/2021,Jawa Barat,4992.931,113.063
7/17/2021,Jawa Barat,5083.396,90.465
7/18/2021,Jawa Barat,5110.577,27.181
7/19/2021,Jawa Barat,5200.889,90.312
7/20/2021,Jawa Barat,5202.351,1.462
7/21/2021,Jawa Barat,5290.351,88
7/22/2021,Jawa Barat,5394.09,103.739
7/23/2021,Jawa Barat,5473.5,79.41
7/24/2021,Jawa Barat,5547.003,73.503000000
7/25/2021,Jawa Barat,5583.45,36.447
7/26/2021,Jawa Barat,5696.658,113.208
7/27/2021,Jawa Barat,5803.423,106.765
7/28/2021,Jawa Barat,5936.5,133.077
7/29/2021,Jawa Barat,6057.592,121.092
7/30/2021,Jawa Barat,6143.67,86.078
7/31/2021,Jawa Barat,6244.485,100.815
8/1/2021,Jawa Barat,6276.765,32.28
8/2/2021,Jawa Barat,6382.298,105.533
8/3/2021,Jawa Barat,6477.578,95.28
8/4/2021,Jawa Barat,6588.379,110.801
8/5/2021,Jawa Barat,6683.829,95.45
8/6/2021,Jawa Barat,6790.196,106.367
8/7/2021,Jawa Barat,6885.076,94.88
8/8/2021,Jawa Barat,6927.623,42.547
8/9/2021,Jawa Barat,7065.263,137.64
8/10/2021,Jawa Barat,7215.482,150.219
8/11/2021,Jawa Barat,7300.564,85.082
8/12/2021,Jawa Barat,7503.609,203.045
8/13/2021,Jawa Barat,7669.427,165.818
8/14/2021,Jawa Barat,7827.517,158.09
8/15/2021,Jawa Barat,7876.04,48.523
8/16/2021,Jawa Barat,8033.393,157.353
8/17/2021,Jawa Barat,8063.953,30.56
8/18/2021,Jawa Barat,8208.613,144.66
8/19/2021,Jawa Barat,8360.305,151.692
8/20/2021,Jawa Barat,8465.987,105.682
8/21/2021,Jawa Barat,8587.771,121.784
8/22/2021,Jawa Barat,8620.529,32.758
8/23/2021,Jawa Barat,8748.566,128.037
8/24/2021,Jawa Barat,8892.021,143.455
8/25/2021,Jawa Barat,9035.657,143.636
8/26/2021,Jawa Barat,9201.912,166.255
8/27/2021,Jawa Barat,9367.655,165.743
8/28/2021,Jawa Barat,9729.488,361.833
8/29/2021,Jawa Barat,9819.388,89.9
8/30/2021,Jawa Barat,9977.072,157.684
8/31/2021,Jawa Barat,10152.366,175.294
9/1/2021,Jawa Barat,10358.977,206.611
9/2/2021,Jawa Barat,10582.08,223.103
9/3/2021,Jawa Barat,10743.424,161.344
9/4/2021,Jawa Barat,10976.151,232.727
9/5/2021,Jawa Barat,11054.372,78.221
9/6/2021,Jawa Barat,11251.885,197.513
9/7/2021,Jawa Barat,11483.73,231.845
9/8/2021,Jawa Barat,11720.622,236.892
9/9/2021,Jawa Barat,11970.292,249.67
9/10/2021,Jawa Barat,12148.612,178.32
9/11/2021,Jawa Barat,12358.166,209.554
9/12/2021,Jawa Barat,12433.258,75.092
9/13/2021,Jawa Barat,12662.834,229.576
9/14/2021,Jawa Barat,12913.367,250.533
9/15/2021,Jawa Barat,13165.912,252.545
9/16/2021,Jawa Barat,13448.986,283.074
9/17/2021,Jawa Barat,13652.148,203.162
9/18/2021,Jawa Barat,13885.912,233.764
9/19/2021,Jawa Barat,13946.443,60.531
9/20/2021,Jawa Barat,14203.082,256.639
9/21/2021,Jawa Barat,14481.874,278.792
9/22/2021,Jawa Barat,14782.938,301.064
9/23/2021,Jawa Barat,15074.701,291.763
9/24/2021,Jawa Barat,15264.537,189.836
9/25/2021,Jawa Barat,15509.435,244.898
9/26/2021,Jawa Barat,15600.196,90.761
9/27/2021,Jawa Barat,15813.276,213.08
9/28/2021,Jawa Barat,16039.322,226.046
9/29/2021,Jawa Barat,16282.454,243.132
9/30/2021,Jawa Barat,16546.861,264.407
10/1/2021,Jawa Barat,16717.072,170.211
10/2/2021,Jawa Barat,16889.211,172.139
10/3/2021,Jawa Barat,16932.819,43.608
10/4/2021,Jawa Barat,17085.924,153.105
10/5/2021,Jawa Barat,17245.906,159.982
10/6/2021,Jawa Barat,17453.814,207.908
10/7/2021,Jawa Barat,17680.385,226.571
10/8/2021,Jawa Barat,17842.858,162.473
10/9/2021,Jawa Barat,18031.759,188.901
10/10/2021,Jawa Barat,18085.493,53.734
10/11/2021,Jawa Barat,18296.419,210.926
10/12/2021,Jawa Barat,18577.216,280.797
10/13/2021,Jawa Barat,18887.476,310.26
10/14/2021,Jawa Barat,19218.714,331.238
10/15/2021,Jawa Barat,19484.93,266.216
10/16/2021,Jawa Barat,19782.594,297.664
10/17/2021,Jawa Barat,19838.331,55.737
10/18/2021,Jawa Barat,20096.836,258.505
10/19/2021,Jawa Barat,20310.993,214.157
10/20/2021,Jawa Barat,20375.222,64.229
10/21/2021,Jawa Barat,20630.33,255.108
10/22/2021,Jawa Barat,20797.139,166.809
10/23/2021,Jawa Barat,21004.408,207.269
10/24/2021,Jawa Barat,21048.28,43.872
10/25/2021,Jawa Barat,21255.256,206.976
10/26/2021,Jawa Barat,21468.202,212.946
10/27/2021,Jawa Barat,21684.289,216.087
10/28/2021,Jawa Barat,21922.239,237.95
10/29/2021,Jawa Barat,22109.249,187.01
10/30/2021,Jawa Barat,22318.531,209.282
10/31/2021,Jawa Barat,22372.245,53.714
11/1/2021,Jawa Barat,22517.564,145.319
11/2/2021,Jawa Barat,22671.317,153.753
11/3/2021,Jawa Barat,22828.515,157.198
11/4/2021,Jawa Barat,22995.212,166.697
11/5/2021,Jawa Barat,23117.812,122.6
11/6/2021,Jawa Barat,23244.783,126.971
11/7/2021,Jawa Barat,23279.212,34.429
11/8/2021,Jawa Barat,23418.053,138.841
11/9/2021,Jawa Barat,23557.457,139.404
11/10/2021,Jawa Barat,23692.59,135.133
11/11/2021,Jawa Barat,23828.217,135.627
11/12/2021,Jawa Barat,23932.662,104.445
11/13/2021,Jawa Barat,24035.562,102.9
11/14/2021,Jawa Barat,24072.659,37.097
11/15/2021,Jawa Barat,24165.711,93.052
11/16/2021,Jawa Barat,24260.715,95.004
11/17/2021,Jawa Barat,24352.674,91.959
11/18/2021,Jawa Barat,24437.826,85.152
11/19/2021,Jawa Barat,24498.237,60.411
11/20/2021,Jawa Barat,24560.485,62.248
11/21/2021,Jawa Barat,24576.247,15.762
11/22/2021,Jawa Barat,24654.414,78.167
11/23/2021,Jawa Barat,24734.425,80.011
11/24/2021,Jawa Barat,24826.974,92.549
11/25/2021,Jawa Barat,24918.412,91.438
11/26/2021,Jawa Barat,24994.608,76.196
11/27/2021,Jawa Barat,25112.868,118.26
11/28/2021,Jawa Barat,25136.939,24.071
11/29/2021,Jawa Barat,25214.716,77.777
11/30/2021,Jawa Barat,25300.735,86.019
12/1/2021,Jawa Barat,25384.275,83.54
12/2/2021,Jawa Barat,25476.237,91.962
12/3/2021,Jawa Barat,25556.246,80.009
12/4/2021,Jawa Barat,25622.189,65.943
12/5/2021,Jawa Barat,25641.417,19.228
12/6/2021,Jawa Barat,25712.376,70.959
12/7/2021,Jawa Barat,25799.873,87.497
12/8/2021,Jawa Barat,25879.544,79.671
12/9/2021,Jawa Barat,25965.232,85.688
12/10/2021,Jawa Barat,26052.97,87.738
12/11/2021,Jawa Barat,26138.212,85.242
12/12/2021,Jawa Barat,26179.914,41.702
12/13/2021,Jawa Barat,26257.873,77.959
12/14/2021,Jawa Barat,26349.546,91.673
12/15/2021,Jawa Barat,26442.317,92.771
12/16/2021,Jawa Barat,26547.825,105.508
12/17/2021,Jawa Barat,26653.518,105.693
12/18/2021,Jawa Barat,26749.221,95.703
12/19/2021,Jawa Barat,26789.021,39.8
12/20/2021,Jawa Barat,26887.758,98.737
12/21/2021,Jawa Barat,26994.216,106.458
12/22/2021,Jawa Barat,27112.45,118.234
12/23/2021,Jawa Barat,27235.078,122.628
12/24/2021,Jawa Barat,27351.449,116.371
12/25/2021,Jawa Barat,27425.111,73.662
12/26/2021,Jawa Barat,27477.468,52.357
12/27/2021,Jawa Barat,27511.927,34.459
1/13/2021,Jambi,0,0
1/14/2021,Jambi,0.303,0.303
1/15/2021,Jambi,0.517,0.214
1/16/2021,Jambi,0.732,0.215
1/17/2021,Jambi,0.758,0.026
1/18/2021,Jambi,1.356,0.598
1/19/2021,Jambi,1.787,0.431
1/20/2021,Jambi,2.235,0.448
1/21/2021,Jambi,2.691,0.456
1/22/2021,Jambi,2.949,0.258
1/23/2021,Jambi,3.132,0.183
1/24/2021,Jambi,3.14,0.008
1/25/2021,Jambi,3.346,0.206
1/26/2021,Jambi,3.58,0.234
1/27/2021,Jambi,3.826,0.246
1/28/2021,Jambi,4.439,0.613
1/29/2021,Jambi,4.816,0.377
1/30/2021,Jambi,5.19,0.374
1/31/2021,Jambi,5.192,0.002
2/1/2021,Jambi,5.566,0.374
2/2/2021,Jambi,6.415,0.849
2/3/2021,Jambi,7.679,1.264
2/4/2021,Jambi,9.039,1.36
2/5/2021,Jambi,10.496,1.457
2/6/2021,Jambi,11.83,1.334
2/7/2021,Jambi,11.849,0.019
2/8/2021,Jambi,12.901,1.052
2/9/2021,Jambi,13.996,1.095
2/10/2021,Jambi,14.883,0.887
2/11/2021,Jambi,15.583,0.7
2/12/2021,Jambi,15.595,0.012
2/13/2021,Jambi,15.971,0.376
2/14/2021,Jambi,15.971,0
2/15/2021,Jambi,16.585,0.614
2/16/2021,Jambi,17.043,0.458
2/17/2021,Jambi,17.76,0.717
2/18/2021,Jambi,18.488,0.728
2/19/2021,Jambi,18.925,0.437
2/20/2021,Jambi,19.444,0.519
2/21/2021,Jambi,19.45,0.006
2/22/2021,Jambi,19.871,0.421
2/23/2021,Jambi,20.282,0.411
2/24/2021,Jambi,20.605,0.323
2/25/2021,Jambi,21.003,0.398
2/26/2021,Jambi,21.204,0.201
2/27/2021,Jambi,21.307,0.103
2/28/2021,Jambi,21.308,0.001
3/1/2021,Jambi,21.551,0.243
3/2/2021,Jambi,21.792,0.241
3/3/2021,Jambi,22.224,0.432
3/4/2021,Jambi,22.594,0.37
3/5/2021,Jambi,23.279,0.685
3/6/2021,Jambi,24.09,0.811
3/7/2021,Jambi,24.098,0.008
3/8/2021,Jambi,25.59,1.492
3/9/2021,Jambi,27.717,2.127
3/10/2021,Jambi,30.348,2.631
3/11/2021,Jambi,31.187,0.839
3/12/2021,Jambi,32.312,1.125
3/13/2021,Jambi,33.298,0.986
3/14/2021,Jambi,33.302,0.004
3/15/2021,Jambi,35.664,2.362
3/16/2021,Jambi,38.105,2.441
3/17/2021,Jambi,40.21,2.105
3/18/2021,Jambi,43.029,2.819
3/19/2021,Jambi,44.399,1.37
3/20/2021,Jambi,45.708,1.309
3/21/2021,Jambi,45.724,0.016
3/22/2021,Jambi,48.392,2.668
3/23/2021,Jambi,51.221,2.829
3/24/2021,Jambi,53.149,1.928
3/25/2021,Jambi,54.927,1.778
3/26/2021,Jambi,56.299,1.372
3/27/2021,Jambi,57.605,1.306
3/28/2021,Jambi,57.621,0.016
3/29/2021,Jambi,60.208,2.587
3/30/2021,Jambi,63.17,2.962
3/31/2021,Jambi,66.995,3.825
4/1/2021,Jambi,70.43,3.435
4/2/2021,Jambi,70.44,0.01
4/3/2021,Jambi,72.004,1.564
4/4/2021,Jambi,72.07,0.066
4/5/2021,Jambi,75.335,3.265
4/6/2021,Jambi,78.479,3.144
4/7/2021,Jambi,81.106,2.627
4/8/2021,Jambi,84.613,3.507
4/9/2021,Jambi,86.464,1.851
4/10/2021,Jambi,88.312,1.848
4/11/2021,Jambi,88.324,0.012
4/12/2021,Jambi,91.949,3.625
4/13/2021,Jambi,93.023,1.074
4/14/2021,Jambi,94.175,1.152
4/15/2021,Jambi,95.42,1.245
4/16/2021,Jambi,95.803,0.383
4/17/2021,Jambi,97.043,1.24
4/18/2021,Jambi,97.053,0.01
4/19/2021,Jambi,99.774,2.721
4/20/2021,Jambi,102.951,3.177
4/21/2021,Jambi,106.563,3.612
4/22/2021,Jambi,110.36,3.797
4/23/2021,Jambi,112.361,2.001
4/24/2021,Jambi,115.58,3.219
4/25/2021,Jambi,115.586,0.006
4/26/2021,Jambi,118.53,2.944
4/27/2021,Jambi,120.883,2.353
4/28/2021,Jambi,122.746,1.863
4/29/2021,Jambi,124.589,1.843
4/30/2021,Jambi,125.061,0.472
5/1/2021,Jambi,125.109,0.048
5/2/2021,Jambi,125.112,0.003
5/3/2021,Jambi,125.786,0.674
5/4/2021,Jambi,126.756,0.97
5/5/2021,Jambi,127.515,0.759
5/6/2021,Jambi,129.047,1.532
5/7/2021,Jambi,129.784,0.737
5/8/2021,Jambi,130.597,0.813
5/9/2021,Jambi,130.609,0.012
5/10/2021,Jambi,131.219,0.61
5/11/2021,Jambi,131.382,0.163
5/12/2021,Jambi,131.386,0.004
5/13/2021,Jambi,131.391,0.005
5/14/2021,Jambi,131.392,0.001
5/15/2021,Jambi,131.398,0.006
5/16/2021,Jambi,131.398,0
5/17/2021,Jambi,131.56,0.162
5/18/2021,Jambi,132.403,0.843
5/19/2021,Jambi,133.449,1.046
5/20/2021,Jambi,135.163,1.714
5/21/2021,Jambi,136.286,1.123
5/22/2021,Jambi,136.966,0.68
5/23/2021,Jambi,136.971,0.005
5/24/2021,Jambi,139.411,2.44
5/25/2021,Jambi,141.715,2.304
5/26/2021,Jambi,141.821,0.106
5/27/2021,Jambi,143.742,1.921
5/28/2021,Jambi,144.579,0.837
5/29/2021,Jambi,145.822,1.243
5/30/2021,Jambi,145.858,0.036
5/31/2021,Jambi,147.361,1.503
6/1/2021,Jambi,147.386,0.025
6/2/2021,Jambi,149.321,1.935
6/3/2021,Jambi,152.798,3.477
6/4/2021,Jambi,155.087,2.289
6/5/2021,Jambi,157.44,2.353
6/6/2021,Jambi,157.537,0.097
6/7/2021,Jambi,161.502,3.965
6/8/2021,Jambi,169.987,8.485
6/9/2021,Jambi,179.495,9.508
6/10/2021,Jambi,185.886,6.391
6/11/2021,Jambi,189.016,3.13
6/12/2021,Jambi,192.874,3.858
6/13/2021,Jambi,192.978,0.104
6/14/2021,Jambi,199.034,6.056
6/15/2021,Jambi,204.549,5.515
6/16/2021,Jambi,209.691,5.142
6/17/2021,Jambi,214.879,5.188
6/18/2021,Jambi,217.897,3.018
6/19/2021,Jambi,220.677,2.78
6/20/2021,Jambi,220.853,0.176
6/21/2021,Jambi,224.71,3.857
6/22/2021,Jambi,229.107,4.397
6/23/2021,Jambi,233.038,3.931
6/24/2021,Jambi,237.036,3.998
6/25/2021,Jambi,239.662,2.626
6/26/2021,Jambi,262.185,22.523
6/27/2021,Jambi,267.03,4.845
6/28/2021,Jambi,280.362,13.332
6/29/2021,Jambi,296.497,16.135
6/30/2021,Jambi,311.074,14.577
7/1/2021,Jambi,332.194,21.12
7/2/2021,Jambi,348.555,16.361
7/3/2021,Jambi,361.778,13.223
7/4/2021,Jambi,362.733,0.955
7/5/2021,Jambi,380.469,17.736
7/6/2021,Jambi,401.005,20.536
7/7/2021,Jambi,423.576,22.571
7/8/2021,Jambi,445.24,21.664
7/9/2021,Jambi,456.625,11.385
7/10/2021,Jambi,470.153,13.528
7/11/2021,Jambi,471.744,1.591
7/12/2021,Jambi,492.216,20.472
7/13/2021,Jambi,508.538,16.322
7/14/2021,Jambi,525.049,16.511
7/15/2021,Jambi,543.906,18.857
7/16/2021,Jambi,553.591,9.685
7/17/2021,Jambi,567.186,13.595
7/18/2021,Jambi,570.237,3.051
7/19/2021,Jambi,577.678,7.441
7/20/2021,Jambi,578.051,0.373
7/21/2021,Jambi,588.156,10.105
7/22/2021,Jambi,599.691,11.535
7/23/2021,Jambi,604.966,5.275
7/24/2021,Jambi,611.97,7.004
7/25/2021,Jambi,612.957,0.987
7/26/2021,Jambi,622.223,9.266
7/27/2021,Jambi,631.652,9.429
7/28/2021,Jambi,640.802,9.15
7/29/2021,Jambi,648.195,7.393
7/30/2021,Jambi,652.457,4.262
7/31/2021,Jambi,657.86,5.403
8/1/2021,Jambi,660.263,2.403
8/2/2021,Jambi,665.366,5.103
8/3/2021,Jambi,669.579,4.213
8/4/2021,Jambi,673.218,3.639
8/5/2021,Jambi,677.461,4.243
8/6/2021,Jambi,681.901,4.44
8/7/2021,Jambi,686.736,4.835
8/8/2021,Jambi,689.68,2.944
8/9/2021,Jambi,693.049,3.369
8/10/2021,Jambi,697.677,4.628
8/11/2021,Jambi,698.903,1.226
8/12/2021,Jambi,704.977,6.074
8/13/2021,Jambi,710.24,5.263
8/14/2021,Jambi,717.014,6.774
8/15/2021,Jambi,719.94,2.926
8/16/2021,Jambi,727.85,7.91
