Tanggal,Prov,Provinsi,Running Sum of divaksin2 (ribu),divaksin2 (ribu)
3/24/2021,Sulawesi Tengah,Sulawesi Tengah,33.083,2.53
3/25/2021,Sulawesi Tengah,Sulawesi Tengah,33.731,0.648
3/26/2021,Sulawesi Tengah,Sulawesi Tengah,34.824,1.093
3/27/2021,Sulawesi Tengah,Sulawesi Tengah,35.343,0.519
3/28/2021,Sulawesi Tengah,Sulawesi Tengah,35.35,0.007
3/29/2021,Sulawesi Tengah,Sulawesi Tengah,36.734,1.384
3/30/2021,Sulawesi Tengah,Sulawesi Tengah,37.973,1.239
3/31/2021,Sulawesi Tengah,Sulawesi Tengah,39.039,1.066
4/1/2021,Sulawesi Tengah,Sulawesi Tengah,40.235,1.196
4/2/2021,Sulawesi Tengah,Sulawesi Tengah,40.298,0.063
4/3/2021,Sulawesi Tengah,Sulawesi Tengah,41.157,0.859
4/4/2021,Sulawesi Tengah,Sulawesi Tengah,41.22,0.063
4/5/2021,Sulawesi Tengah,Sulawesi Tengah,42.5,1.28
4/6/2021,Sulawesi Tengah,Sulawesi Tengah,43.489,0.989
4/7/2021,Sulawesi Tengah,Sulawesi Tengah,44.74,1.251
4/8/2021,Sulawesi Tengah,Sulawesi Tengah,45.687,0.947
4/9/2021,Sulawesi Tengah,Sulawesi Tengah,46.513,0.826
4/10/2021,Sulawesi Tengah,Sulawesi Tengah,47.508,0.995
4/11/2021,Sulawesi Tengah,Sulawesi Tengah,47.52,0.012
4/12/2021,Sulawesi Tengah,Sulawesi Tengah,48.989,1.469
4/13/2021,Sulawesi Tengah,Sulawesi Tengah,49.441,0.452
4/14/2021,Sulawesi Tengah,Sulawesi Tengah,49.953,0.512
4/15/2021,Sulawesi Tengah,Sulawesi Tengah,50.57,0.617
4/16/2021,Sulawesi Tengah,Sulawesi Tengah,50.985,0.415
4/17/2021,Sulawesi Tengah,Sulawesi Tengah,51.245,0.26
4/18/2021,Sulawesi Tengah,Sulawesi Tengah,51.278,0.033
4/19/2021,Sulawesi Tengah,Sulawesi Tengah,51.968,0.69
4/20/2021,Sulawesi Tengah,Sulawesi Tengah,52.61,0.642
4/21/2021,Sulawesi Tengah,Sulawesi Tengah,53.255,0.645
4/22/2021,Sulawesi Tengah,Sulawesi Tengah,54.128,0.873
4/23/2021,Sulawesi Tengah,Sulawesi Tengah,54.83,0.702
4/24/2021,Sulawesi Tengah,Sulawesi Tengah,55.226,0.396
4/25/2021,Sulawesi Tengah,Sulawesi Tengah,55.305,0.079
4/26/2021,Sulawesi Tengah,Sulawesi Tengah,56.257,0.952
4/27/2021,Sulawesi Tengah,Sulawesi Tengah,57.065,0.808
4/28/2021,Sulawesi Tengah,Sulawesi Tengah,57.899,0.834
4/29/2021,Sulawesi Tengah,Sulawesi Tengah,58.601,0.702
4/30/2021,Sulawesi Tengah,Sulawesi Tengah,58.921,0.32
5/1/2021,Sulawesi Tengah,Sulawesi Tengah,58.979,0.058
5/2/2021,Sulawesi Tengah,Sulawesi Tengah,58.992,0.013
5/3/2021,Sulawesi Tengah,Sulawesi Tengah,60.044,1.052
5/4/2021,Sulawesi Tengah,Sulawesi Tengah,60.761,0.717
5/5/2021,Sulawesi Tengah,Sulawesi Tengah,61.81,1.049
5/6/2021,Sulawesi Tengah,Sulawesi Tengah,62.706,0.896
5/7/2021,Sulawesi Tengah,Sulawesi Tengah,63.668,0.962
5/8/2021,Sulawesi Tengah,Sulawesi Tengah,64.24,0.572
5/9/2021,Sulawesi Tengah,Sulawesi Tengah,64.262,0.022
5/10/2021,Sulawesi Tengah,Sulawesi Tengah,64.963,0.701
5/11/2021,Sulawesi Tengah,Sulawesi Tengah,65.327,0.364
5/12/2021,Sulawesi Tengah,Sulawesi Tengah,65.38,0.053
5/13/2021,Sulawesi Tengah,Sulawesi Tengah,65.391,0.011
5/14/2021,Sulawesi Tengah,Sulawesi Tengah,65.423,0.032
5/15/2021,Sulawesi Tengah,Sulawesi Tengah,65.595,0.172
5/16/2021,Sulawesi Tengah,Sulawesi Tengah,65.598,0.003
5/17/2021,Sulawesi Tengah,Sulawesi Tengah,66.467,0.869
5/18/2021,Sulawesi Tengah,Sulawesi Tengah,67.156,0.689
5/19/2021,Sulawesi Tengah,Sulawesi Tengah,67.989,0.833
5/20/2021,Sulawesi Tengah,Sulawesi Tengah,68.879,0.89
5/21/2021,Sulawesi Tengah,Sulawesi Tengah,69.483,0.604
5/22/2021,Sulawesi Tengah,Sulawesi Tengah,70.073,0.59
5/23/2021,Sulawesi Tengah,Sulawesi Tengah,70.103,0.03
5/24/2021,Sulawesi Tengah,Sulawesi Tengah,71.088,0.985
5/25/2021,Sulawesi Tengah,Sulawesi Tengah,72.303,1.215
5/26/2021,Sulawesi Tengah,Sulawesi Tengah,72.42,0.117
5/27/2021,Sulawesi Tengah,Sulawesi Tengah,73.629,1.209
5/28/2021,Sulawesi Tengah,Sulawesi Tengah,74.805,1.176
5/29/2021,Sulawesi Tengah,Sulawesi Tengah,75.025,0.22
5/30/2021,Sulawesi Tengah,Sulawesi Tengah,75.059,0.034
5/31/2021,Sulawesi Tengah,Sulawesi Tengah,75.704,0.645
6/1/2021,Sulawesi Tengah,Sulawesi Tengah,75.733,0.029
6/2/2021,Sulawesi Tengah,Sulawesi Tengah,76.63,0.897
6/3/2021,Sulawesi Tengah,Sulawesi Tengah,77.412,0.782
6/4/2021,Sulawesi Tengah,Sulawesi Tengah,78.224,0.812
6/5/2021,Sulawesi Tengah,Sulawesi Tengah,78.622,0.398
6/6/2021,Sulawesi Tengah,Sulawesi Tengah,78.627,0.005
6/7/2021,Sulawesi Tengah,Sulawesi Tengah,79.395,0.768
6/8/2021,Sulawesi Tengah,Sulawesi Tengah,79.896,0.501
6/9/2021,Sulawesi Tengah,Sulawesi Tengah,80.216,0.32
6/10/2021,Sulawesi Tengah,Sulawesi Tengah,80.525,0.309
6/11/2021,Sulawesi Tengah,Sulawesi Tengah,80.818,0.293
6/12/2021,Sulawesi Tengah,Sulawesi Tengah,81.082,0.264
6/13/2021,Sulawesi Tengah,Sulawesi Tengah,81.096,0.014
6/14/2021,Sulawesi Tengah,Sulawesi Tengah,81.564,0.468
6/15/2021,Sulawesi Tengah,Sulawesi Tengah,82.504,0.94
6/16/2021,Sulawesi Tengah,Sulawesi Tengah,83.729,1.225
6/17/2021,Sulawesi Tengah,Sulawesi Tengah,85.368,1.639
6/18/2021,Sulawesi Tengah,Sulawesi Tengah,86.404,1.036
6/19/2021,Sulawesi Tengah,Sulawesi Tengah,88.181,1.777
6/20/2021,Sulawesi Tengah,Sulawesi Tengah,88.21,0.029
6/21/2021,Sulawesi Tengah,Sulawesi Tengah,89.932,1.722
6/22/2021,Sulawesi Tengah,Sulawesi Tengah,91.729,1.797
6/23/2021,Sulawesi Tengah,Sulawesi Tengah,92.452,0.723
6/24/2021,Sulawesi Tengah,Sulawesi Tengah,93.965,1.513
6/25/2021,Sulawesi Tengah,Sulawesi Tengah,95.766,1.801
6/26/2021,Sulawesi Tengah,Sulawesi Tengah,97.675,1.909
6/27/2021,Sulawesi Tengah,Sulawesi Tengah,97.822,0.147
6/28/2021,Sulawesi Tengah,Sulawesi Tengah,99.416,1.594
6/29/2021,Sulawesi Tengah,Sulawesi Tengah,100.249,0.833
6/30/2021,Sulawesi Tengah,Sulawesi Tengah,101.622,1.373
7/1/2021,Sulawesi Tengah,Sulawesi Tengah,102.852,1.23
7/2/2021,Sulawesi Tengah,Sulawesi Tengah,103.628,0.776
7/3/2021,Sulawesi Tengah,Sulawesi Tengah,104.695,1.067
7/4/2021,Sulawesi Tengah,Sulawesi Tengah,104.756,0.061
7/5/2021,Sulawesi Tengah,Sulawesi Tengah,105.798,1.042
7/6/2021,Sulawesi Tengah,Sulawesi Tengah,107.343,1.545
7/7/2021,Sulawesi Tengah,Sulawesi Tengah,109.602,2.259
7/8/2021,Sulawesi Tengah,Sulawesi Tengah,111.294,1.692
7/9/2021,Sulawesi Tengah,Sulawesi Tengah,113.228,1.934
7/10/2021,Sulawesi Tengah,Sulawesi Tengah,115.662,2.434
7/11/2021,Sulawesi Tengah,Sulawesi Tengah,115.874,0.212
7/12/2021,Sulawesi Tengah,Sulawesi Tengah,118.072,2.198
7/13/2021,Sulawesi Tengah,Sulawesi Tengah,119.984,1.912
7/14/2021,Sulawesi Tengah,Sulawesi Tengah,122.6,2.616
7/15/2021,Sulawesi Tengah,Sulawesi Tengah,124.871,2.271
7/16/2021,Sulawesi Tengah,Sulawesi Tengah,126.708,1.837
7/17/2021,Sulawesi Tengah,Sulawesi Tengah,128.489,1.781
7/18/2021,Sulawesi Tengah,Sulawesi Tengah,128.667,0.178
7/19/2021,Sulawesi Tengah,Sulawesi Tengah,130.144,1.477
7/20/2021,Sulawesi Tengah,Sulawesi Tengah,130.323,0.179
7/21/2021,Sulawesi Tengah,Sulawesi Tengah,132.168,1.845
7/22/2021,Sulawesi Tengah,Sulawesi Tengah,134.686,2.518
7/23/2021,Sulawesi Tengah,Sulawesi Tengah,137.298,2.612
7/24/2021,Sulawesi Tengah,Sulawesi Tengah,144.208,6.91
7/25/2021,Sulawesi Tengah,Sulawesi Tengah,144.38,0.172
7/26/2021,Sulawesi Tengah,Sulawesi Tengah,149.043,4.663
7/27/2021,Sulawesi Tengah,Sulawesi Tengah,154.315,5.272
7/28/2021,Sulawesi Tengah,Sulawesi Tengah,157.962,3.647
7/29/2021,Sulawesi Tengah,Sulawesi Tengah,161.644,3.682
7/30/2021,Sulawesi Tengah,Sulawesi Tengah,163.879,2.235
7/31/2021,Sulawesi Tengah,Sulawesi Tengah,165.578,1.699
8/1/2021,Sulawesi Tengah,Sulawesi Tengah,166.127,0.549
8/2/2021,Sulawesi Tengah,Sulawesi Tengah,168.035,1.908
8/3/2021,Sulawesi Tengah,Sulawesi Tengah,169.946,1.911
8/4/2021,Sulawesi Tengah,Sulawesi Tengah,173.282,3.336
8/5/2021,Sulawesi Tengah,Sulawesi Tengah,178.183,4.901
8/6/2021,Sulawesi Tengah,Sulawesi Tengah,182.883,4.7
8/7/2021,Sulawesi Tengah,Sulawesi Tengah,187.508,4.625
8/8/2021,Sulawesi Tengah,Sulawesi Tengah,187.759,0.251
8/9/2021,Sulawesi Tengah,Sulawesi Tengah,195.522,7.763
8/10/2021,Sulawesi Tengah,Sulawesi Tengah,200.665,5.143
8/11/2021,Sulawesi Tengah,Sulawesi Tengah,202.958,2.293
8/12/2021,Sulawesi Tengah,Sulawesi Tengah,210.471,7.513
8/13/2021,Sulawesi Tengah,Sulawesi Tengah,215.126,4.655
8/14/2021,Sulawesi Tengah,Sulawesi Tengah,219.704,4.578
8/15/2021,Sulawesi Tengah,Sulawesi Tengah,220.144,0.44
8/16/2021,Sulawesi Tengah,Sulawesi Tengah,224.643,4.499
8/17/2021,Sulawesi Tengah,Sulawesi Tengah,224.841,0.198
8/18/2021,Sulawesi Tengah,Sulawesi Tengah,228.435,3.594
8/19/2021,Sulawesi Tengah,Sulawesi Tengah,231.642,3.207
8/20/2021,Sulawesi Tengah,Sulawesi Tengah,233.743,2.101
8/21/2021,Sulawesi Tengah,Sulawesi Tengah,236.363,2.62
8/22/2021,Sulawesi Tengah,Sulawesi Tengah,236.892,0.529
8/23/2021,Sulawesi Tengah,Sulawesi Tengah,239.523,2.631
8/24/2021,Sulawesi Tengah,Sulawesi Tengah,242.102,2.579
8/25/2021,Sulawesi Tengah,Sulawesi Tengah,244.595,2.493
8/26/2021,Sulawesi Tengah,Sulawesi Tengah,247.949,3.354
8/27/2021,Sulawesi Tengah,Sulawesi Tengah,250.617,2.668
8/28/2021,Sulawesi Tengah,Sulawesi Tengah,253.116,2.499
8/29/2021,Sulawesi Tengah,Sulawesi Tengah,255.49,2.374
8/30/2021,Sulawesi Tengah,Sulawesi Tengah,258.083,2.593
8/31/2021,Sulawesi Tengah,Sulawesi Tengah,260.371,2.288
9/1/2021,Sulawesi Tengah,Sulawesi Tengah,262.13,1.759
9/2/2021,Sulawesi Tengah,Sulawesi Tengah,264.978,2.848
9/3/2021,Sulawesi Tengah,Sulawesi Tengah,266.808,1.83
9/4/2021,Sulawesi Tengah,Sulawesi Tengah,268.24,1.432
9/5/2021,Sulawesi Tengah,Sulawesi Tengah,268.377,0.137
9/6/2021,Sulawesi Tengah,Sulawesi Tengah,271.141,2.764
9/7/2021,Sulawesi Tengah,Sulawesi Tengah,273.884,2.743
9/8/2021,Sulawesi Tengah,Sulawesi Tengah,275.682,1.798
9/9/2021,Sulawesi Tengah,Sulawesi Tengah,277.802,2.12
9/10/2021,Sulawesi Tengah,Sulawesi Tengah,279.432,1.63
9/11/2021,Sulawesi Tengah,Sulawesi Tengah,281.563,2.131
9/12/2021,Sulawesi Tengah,Sulawesi Tengah,281.786,0.223
9/13/2021,Sulawesi Tengah,Sulawesi Tengah,284.139,2.353
9/14/2021,Sulawesi Tengah,Sulawesi Tengah,286.302,2.163
9/15/2021,Sulawesi Tengah,Sulawesi Tengah,288.542,2.24
9/16/2021,Sulawesi Tengah,Sulawesi Tengah,290.973,2.431
9/17/2021,Sulawesi Tengah,Sulawesi Tengah,293.31,2.337
9/18/2021,Sulawesi Tengah,Sulawesi Tengah,296.746,3.436
9/19/2021,Sulawesi Tengah,Sulawesi Tengah,297.57,0.824
9/20/2021,Sulawesi Tengah,Sulawesi Tengah,300.927,3.357
9/21/2021,Sulawesi Tengah,Sulawesi Tengah,303.554,2.627
9/22/2021,Sulawesi Tengah,Sulawesi Tengah,306.824,3.27
9/23/2021,Sulawesi Tengah,Sulawesi Tengah,309.8,2.976
9/24/2021,Sulawesi Tengah,Sulawesi Tengah,312.589,2.789
9/25/2021,Sulawesi Tengah,Sulawesi Tengah,315.175,2.586
9/26/2021,Sulawesi Tengah,Sulawesi Tengah,315.354,0.179
9/27/2021,Sulawesi Tengah,Sulawesi Tengah,318.805,3.451
9/28/2021,Sulawesi Tengah,Sulawesi Tengah,322.594,3.789
9/29/2021,Sulawesi Tengah,Sulawesi Tengah,327.232,4.638
9/30/2021,Sulawesi Tengah,Sulawesi Tengah,331.982,4.75
10/1/2021,Sulawesi Tengah,Sulawesi Tengah,336.792,4.81
10/2/2021,Sulawesi Tengah,Sulawesi Tengah,340.862,4.07
10/3/2021,Sulawesi Tengah,Sulawesi Tengah,341.718,0.856
10/4/2021,Sulawesi Tengah,Sulawesi Tengah,347.384,5.666
10/5/2021,Sulawesi Tengah,Sulawesi Tengah,352.59,5.206
10/6/2021,Sulawesi Tengah,Sulawesi Tengah,357.405,4.815
10/7/2021,Sulawesi Tengah,Sulawesi Tengah,362.894,5.489
10/8/2021,Sulawesi Tengah,Sulawesi Tengah,367.473,4.579
10/9/2021,Sulawesi Tengah,Sulawesi Tengah,373.152,5.679
10/10/2021,Sulawesi Tengah,Sulawesi Tengah,375.451,2.299
10/11/2021,Sulawesi Tengah,Sulawesi Tengah,381.841,6.39
10/12/2021,Sulawesi Tengah,Sulawesi Tengah,387.642,5.801
10/13/2021,Sulawesi Tengah,Sulawesi Tengah,392.307,4.665
10/14/2021,Sulawesi Tengah,Sulawesi Tengah,397.64,5.333
10/15/2021,Sulawesi Tengah,Sulawesi Tengah,402.035,4.395
10/16/2021,Sulawesi Tengah,Sulawesi Tengah,406.646,4.611
10/17/2021,Sulawesi Tengah,Sulawesi Tengah,406.989,0.343
10/18/2021,Sulawesi Tengah,Sulawesi Tengah,411.021,4.032
10/19/2021,Sulawesi Tengah,Sulawesi Tengah,414.804,3.783
10/20/2021,Sulawesi Tengah,Sulawesi Tengah,417.085,2.281
10/21/2021,Sulawesi Tengah,Sulawesi Tengah,424.348,7.263
10/22/2021,Sulawesi Tengah,Sulawesi Tengah,430.419,6.071
10/23/2021,Sulawesi Tengah,Sulawesi Tengah,438.074,7.655
10/24/2021,Sulawesi Tengah,Sulawesi Tengah,438.518,0.444
10/25/2021,Sulawesi Tengah,Sulawesi Tengah,444.335,5.817
10/26/2021,Sulawesi Tengah,Sulawesi Tengah,449.558,5.223
10/27/2021,Sulawesi Tengah,Sulawesi Tengah,455.546,5.988
10/28/2021,Sulawesi Tengah,Sulawesi Tengah,463.608,8.062
10/29/2021,Sulawesi Tengah,Sulawesi Tengah,469.449,5.841
10/30/2021,Sulawesi Tengah,Sulawesi Tengah,474.748,5.299
10/31/2021,Sulawesi Tengah,Sulawesi Tengah,475.491,0.743
11/1/2021,Sulawesi Tengah,Sulawesi Tengah,481.24,5.749
11/2/2021,Sulawesi Tengah,Sulawesi Tengah,486.282,5.042
11/3/2021,Sulawesi Tengah,Sulawesi Tengah,491.738,5.456
11/4/2021,Sulawesi Tengah,Sulawesi Tengah,496.894,5.156
11/5/2021,Sulawesi Tengah,Sulawesi Tengah,500.258,3.364
11/6/2021,Sulawesi Tengah,Sulawesi Tengah,504.898,4.64
11/7/2021,Sulawesi Tengah,Sulawesi Tengah,505.416,0.518
11/8/2021,Sulawesi Tengah,Sulawesi Tengah,510.011,4.595
11/9/2021,Sulawesi Tengah,Sulawesi Tengah,514.241,4.23
11/10/2021,Sulawesi Tengah,Sulawesi Tengah,518.274,4.033
11/11/2021,Sulawesi Tengah,Sulawesi Tengah,523.149,4.875
11/12/2021,Sulawesi Tengah,Sulawesi Tengah,528.091,4.942
11/13/2021,Sulawesi Tengah,Sulawesi Tengah,532.391,4.3
11/14/2021,Sulawesi Tengah,Sulawesi Tengah,532.762,0.371
11/15/2021,Sulawesi Tengah,Sulawesi Tengah,536.876,4.114
11/16/2021,Sulawesi Tengah,Sulawesi Tengah,542.119,5.243
11/17/2021,Sulawesi Tengah,Sulawesi Tengah,547.174,5.055
11/18/2021,Sulawesi Tengah,Sulawesi Tengah,552.715,5.541
11/19/2021,Sulawesi Tengah,Sulawesi Tengah,557.462,4.747
11/20/2021,Sulawesi Tengah,Sulawesi Tengah,561.729,4.267
11/21/2021,Sulawesi Tengah,Sulawesi Tengah,562.548,0.819
11/22/2021,Sulawesi Tengah,Sulawesi Tengah,567.842,5.294
11/23/2021,Sulawesi Tengah,Sulawesi Tengah,572.655,4.813
11/24/2021,Sulawesi Tengah,Sulawesi Tengah,578.245,5.59
11/25/2021,Sulawesi Tengah,Sulawesi Tengah,585.146,6.901
11/26/2021,Sulawesi Tengah,Sulawesi Tengah,590.31,5.164
11/27/2021,Sulawesi Tengah,Sulawesi Tengah,599.428,9.118
11/28/2021,Sulawesi Tengah,Sulawesi Tengah,600.302,0.874
11/29/2021,Sulawesi Tengah,Sulawesi Tengah,606.66,6.358
11/30/2021,Sulawesi Tengah,Sulawesi Tengah,613.162,6.502
12/1/2021,Sulawesi Tengah,Sulawesi Tengah,619.133,5.971
12/2/2021,Sulawesi Tengah,Sulawesi Tengah,625.128,5.995
12/3/2021,Sulawesi Tengah,Sulawesi Tengah,630.143,5.015
12/4/2021,Sulawesi Tengah,Sulawesi Tengah,635.792,5.649
12/5/2021,Sulawesi Tengah,Sulawesi Tengah,636.608,0.816
12/6/2021,Sulawesi Tengah,Sulawesi Tengah,641.926,5.318
12/7/2021,Sulawesi Tengah,Sulawesi Tengah,647.674,5.748
12/8/2021,Sulawesi Tengah,Sulawesi Tengah,654.493,6.819
12/9/2021,Sulawesi Tengah,Sulawesi Tengah,660.724,6.231
12/10/2021,Sulawesi Tengah,Sulawesi Tengah,666.526,5.802
12/11/2021,Sulawesi Tengah,Sulawesi Tengah,673.322,6.796
12/12/2021,Sulawesi Tengah,Sulawesi Tengah,675.529,2.207
12/13/2021,Sulawesi Tengah,Sulawesi Tengah,682.102,6.573
12/14/2021,Sulawesi Tengah,Sulawesi Tengah,689.034,6.932
12/15/2021,Sulawesi Tengah,Sulawesi Tengah,697.665,8.631
12/16/2021,Sulawesi Tengah,Sulawesi Tengah,706.027,8.362
12/17/2021,Sulawesi Tengah,Sulawesi Tengah,712.339,6.312
12/18/2021,Sulawesi Tengah,Sulawesi Tengah,719.694,7.355
12/19/2021,Sulawesi Tengah,Sulawesi Tengah,722.493,2.799
12/20/2021,Sulawesi Tengah,Sulawesi Tengah,728.91,6.417
12/21/2021,Sulawesi Tengah,Sulawesi Tengah,736.227,7.317
12/22/2021,Sulawesi Tengah,Sulawesi Tengah,743.107,6.88
12/23/2021,Sulawesi Tengah,Sulawesi Tengah,748.583,5.476
12/24/2021,Sulawesi Tengah,Sulawesi Tengah,753.039,4.456
12/25/2021,Sulawesi Tengah,Sulawesi Tengah,755.252,2.213
12/26/2021,Sulawesi Tengah,Sulawesi Tengah,756.742,1.49
12/27/2021,Sulawesi Tengah,Sulawesi Tengah,758.844,2.102
1/13/2021,Sulawesi Selatan,Sulawesi Selatan,0,0
1/14/2021,Sulawesi Selatan,Sulawesi Selatan,0.001,0.001
1/15/2021,Sulawesi Selatan,Sulawesi Selatan,0.001,0
1/16/2021,Sulawesi Selatan,Sulawesi Selatan,0.002,0.001
1/18/2021,Sulawesi Selatan,Sulawesi Selatan,0.002,0
1/19/2021,Sulawesi Selatan,Sulawesi Selatan,0.002,0
1/20/2021,Sulawesi Selatan,Sulawesi Selatan,0.002,0
1/21/2021,Sulawesi Selatan,Sulawesi Selatan,0.002,0
1/22/2021,Sulawesi Selatan,Sulawesi Selatan,0.004,0.002
1/23/2021,Sulawesi Selatan,Sulawesi Selatan,0.006,0.002
1/24/2021,Sulawesi Selatan,Sulawesi Selatan,0.006,0
1/25/2021,Sulawesi Selatan,Sulawesi Selatan,0.007,0.001
1/26/2021,Sulawesi Selatan,Sulawesi Selatan,0.009,0.002
1/27/2021,Sulawesi Selatan,Sulawesi Selatan,0.01,0.001
1/28/2021,Sulawesi Selatan,Sulawesi Selatan,0.083,0.073
1/29/2021,Sulawesi Selatan,Sulawesi Selatan,0.133,0.05
1/30/2021,Sulawesi Selatan,Sulawesi Selatan,0.231,0.098
1/31/2021,Sulawesi Selatan,Sulawesi Selatan,0.231,0
2/1/2021,Sulawesi Selatan,Sulawesi Selatan,0.329,0.098
2/2/2021,Sulawesi Selatan,Sulawesi Selatan,0.484,0.155
2/3/2021,Sulawesi Selatan,Sulawesi Selatan,0.696,0.212
2/4/2021,Sulawesi Selatan,Sulawesi Selatan,0.952,0.256
2/5/2021,Sulawesi Selatan,Sulawesi Selatan,1.175,0.223
2/6/2021,Sulawesi Selatan,Sulawesi Selatan,1.353,0.178
2/7/2021,Sulawesi Selatan,Sulawesi Selatan,1.353,0
2/8/2021,Sulawesi Selatan,Sulawesi Selatan,1.717,0.364
2/9/2021,Sulawesi Selatan,Sulawesi Selatan,2.062,0.345
2/10/2021,Sulawesi Selatan,Sulawesi Selatan,2.513,0.451
2/11/2021,Sulawesi Selatan,Sulawesi Selatan,3.021,0.508
2/12/2021,Sulawesi Selatan,Sulawesi Selatan,3.058,0.037
2/13/2021,Sulawesi Selatan,Sulawesi Selatan,3.336,0.278
2/14/2021,Sulawesi Selatan,Sulawesi Selatan,3.34,0.004
2/15/2021,Sulawesi Selatan,Sulawesi Selatan,4.725,1.385
2/16/2021,Sulawesi Selatan,Sulawesi Selatan,8.034,3.309
2/17/2021,Sulawesi Selatan,Sulawesi Selatan,12.849,4.815
2/18/2021,Sulawesi Selatan,Sulawesi Selatan,18.158,5.309
2/19/2021,Sulawesi Selatan,Sulawesi Selatan,21.932,3.774
2/20/2021,Sulawesi Selatan,Sulawesi Selatan,24.799,2.867
2/21/2021,Sulawesi Selatan,Sulawesi Selatan,24.957,0.158
2/22/2021,Sulawesi Selatan,Sulawesi Selatan,27.335,2.378
2/23/2021,Sulawesi Selatan,Sulawesi Selatan,29.278,1.943
2/24/2021,Sulawesi Selatan,Sulawesi Selatan,31.046,1.768
2/25/2021,Sulawesi Selatan,Sulawesi Selatan,32.845,1.799
2/26/2021,Sulawesi Selatan,Sulawesi Selatan,33.159,0.314
2/27/2021,Sulawesi Selatan,Sulawesi Selatan,34.092,0.933
2/28/2021,Sulawesi Selatan,Sulawesi Selatan,34.151,0.059
3/1/2021,Sulawesi Selatan,Sulawesi Selatan,35.662,1.511
3/2/2021,Sulawesi Selatan,Sulawesi Selatan,37.284,1.622
3/3/2021,Sulawesi Selatan,Sulawesi Selatan,39.163,1.879
3/4/2021,Sulawesi Selatan,Sulawesi Selatan,40.777,1.614
3/5/2021,Sulawesi Selatan,Sulawesi Selatan,42.066,1.289
3/6/2021,Sulawesi Selatan,Sulawesi Selatan,43.147,1.081
3/7/2021,Sulawesi Selatan,Sulawesi Selatan,43.225,0.078
3/8/2021,Sulawesi Selatan,Sulawesi Selatan,44.383,1.158
3/9/2021,Sulawesi Selatan,Sulawesi Selatan,45.302,0.919
3/10/2021,Sulawesi Selatan,Sulawesi Selatan,46.51,1.208
3/11/2021,Sulawesi Selatan,Sulawesi Selatan,46.655,0.145
3/12/2021,Sulawesi Selatan,Sulawesi Selatan,47.61,0.955
3/13/2021,Sulawesi Selatan,Sulawesi Selatan,48.207,0.597
3/14/2021,Sulawesi Selatan,Sulawesi Selatan,48.248,0.041
3/15/2021,Sulawesi Selatan,Sulawesi Selatan,49.357,1.109
3/16/2021,Sulawesi Selatan,Sulawesi Selatan,51.577,2.22
3/17/2021,Sulawesi Selatan,Sulawesi Selatan,55.347,3.77
3/18/2021,Sulawesi Selatan,Sulawesi Selatan,60.836,5.489
3/19/2021,Sulawesi Selatan,Sulawesi Selatan,66.237,5.401
3/20/2021,Sulawesi Selatan,Sulawesi Selatan,69.599,3.362
3/21/2021,Sulawesi Selatan,Sulawesi Selatan,69.693,0.094
3/22/2021,Sulawesi Selatan,Sulawesi Selatan,77.29,7.597
3/23/2021,Sulawesi Selatan,Sulawesi Selatan,84.354,7.064
3/24/2021,Sulawesi Selatan,Sulawesi Selatan,92.201,7.847
3/25/2021,Sulawesi Selatan,Sulawesi Selatan,94.008,1.807
3/26/2021,Sulawesi Selatan,Sulawesi Selatan,98.666,4.658
3/27/2021,Sulawesi Selatan,Sulawesi Selatan,101.533,2.867
3/28/2021,Sulawesi Selatan,Sulawesi Selatan,101.664,0.131
3/29/2021,Sulawesi Selatan,Sulawesi Selatan,105.304,3.64
3/30/2021,Sulawesi Selatan,Sulawesi Selatan,110.199,4.895
3/31/2021,Sulawesi Selatan,Sulawesi Selatan,116.8,6.601
4/1/2021,Sulawesi Selatan,Sulawesi Selatan,122.784,5.984
4/2/2021,Sulawesi Selatan,Sulawesi Selatan,123.416,0.632
4/3/2021,Sulawesi Selatan,Sulawesi Selatan,129.223,5.807
4/4/2021,Sulawesi Selatan,Sulawesi Selatan,129.723,0.5
4/5/2021,Sulawesi Selatan,Sulawesi Selatan,138.854,9.131000000
4/6/2021,Sulawesi Selatan,Sulawesi Selatan,143.901,5.047
4/7/2021,Sulawesi Selatan,Sulawesi Selatan,148.339,4.438
4/8/2021,Sulawesi Selatan,Sulawesi Selatan,152.138,3.799
4/9/2021,Sulawesi Selatan,Sulawesi Selatan,157.161,5.023
4/10/2021,Sulawesi Selatan,Sulawesi Selatan,163.709,6.548
4/11/2021,Sulawesi Selatan,Sulawesi Selatan,165.134,1.425
4/12/2021,Sulawesi Selatan,Sulawesi Selatan,176.034,10.9
4/13/2021,Sulawesi Selatan,Sulawesi Selatan,180.733,4.699
4/14/2021,Sulawesi Selatan,Sulawesi Selatan,186.696,5.963
4/15/2021,Sulawesi Selatan,Sulawesi Selatan,193.134,6.438
4/16/2021,Sulawesi Selatan,Sulawesi Selatan,196.474,3.34
4/17/2021,Sulawesi Selatan,Sulawesi Selatan,201.21,4.736
4/18/2021,Sulawesi Selatan,Sulawesi Selatan,201.25,0.04
4/19/2021,Sulawesi Selatan,Sulawesi Selatan,206.641,5.391
4/20/2021,Sulawesi Selatan,Sulawesi Selatan,214.602,7.961
4/21/2021,Sulawesi Selatan,Sulawesi Selatan,221.378,6.776
