Tanggal,Prov,Provinsi,Running Sum of divaksin2 (ribu),divaksin2 (ribu)
8/29/2021,Lampung,Lampung,528.415,0.145
8/30/2021,Lampung,Lampung,533.528,5.113
8/31/2021,Lampung,Lampung,538.161,4.633
9/1/2021,Lampung,Lampung,542.761,4.6
9/2/2021,Lampung,Lampung,548.156,5.395
9/3/2021,Lampung,Lampung,553.356,5.2
9/4/2021,Lampung,Lampung,557.583,4.227
9/5/2021,Lampung,Lampung,558.278,0.695
9/6/2021,Lampung,Lampung,564.222,5.944
9/7/2021,Lampung,Lampung,570.139,5.917
9/8/2021,Lampung,Lampung,573.108,2.969
9/9/2021,Lampung,Lampung,583.52,10.412
9/10/2021,Lampung,Lampung,589.891,6.371
9/11/2021,Lampung,Lampung,598.839,8.948
9/12/2021,Lampung,Lampung,600.324,1.485
9/13/2021,Lampung,Lampung,611.343,11.019
9/14/2021,Lampung,Lampung,617.404,6.061
9/15/2021,Lampung,Lampung,628.318,10.914
9/16/2021,Lampung,Lampung,640.675,12.357
9/17/2021,Lampung,Lampung,650.828,10.153
9/18/2021,Lampung,Lampung,657.008,6.18
9/19/2021,Lampung,Lampung,657.791,0.783
9/20/2021,Lampung,Lampung,668.825,11.034
9/21/2021,Lampung,Lampung,679.063,10.238
9/22/2021,Lampung,Lampung,689.543,10.48
9/23/2021,Lampung,Lampung,702.02,12.477
9/24/2021,Lampung,Lampung,710.941,8.921
9/25/2021,Lampung,Lampung,717.427,6.486
9/26/2021,Lampung,Lampung,717.936,0.509
9/27/2021,Lampung,Lampung,731.033,13.097
9/28/2021,Lampung,Lampung,745.668,14.635
9/29/2021,Lampung,Lampung,760.186,14.518
9/30/2021,Lampung,Lampung,775.315000000,15.129
10/1/2021,Lampung,Lampung,788.206,12.891
10/2/2021,Lampung,Lampung,796.384,8.178
10/3/2021,Lampung,Lampung,796.828,0.444
10/4/2021,Lampung,Lampung,813.716,16.888
10/5/2021,Lampung,Lampung,837.395,23.679
10/6/2021,Lampung,Lampung,855.645,18.25
10/7/2021,Lampung,Lampung,876.419,20.774
10/8/2021,Lampung,Lampung,890.283,13.864
10/9/2021,Lampung,Lampung,898.133,7.85
10/10/2021,Lampung,Lampung,899.923,1.79
10/11/2021,Lampung,Lampung,917.784,17.861
10/12/2021,Lampung,Lampung,933.137,15.353
10/13/2021,Lampung,Lampung,951.141,18.004
10/14/2021,Lampung,Lampung,974.094,22.953
10/15/2021,Lampung,Lampung,998.651,24.557
10/16/2021,Lampung,Lampung,1021.923,23.272
10/17/2021,Lampung,Lampung,1024.568,2.645
10/18/2021,Lampung,Lampung,1057.933,33.365
10/19/2021,Lampung,Lampung,1074.132,16.199
10/20/2021,Lampung,Lampung,1079.464,5.332
10/21/2021,Lampung,Lampung,1122.476,43.012
10/22/2021,Lampung,Lampung,1152.671,30.195
10/23/2021,Lampung,Lampung,1174.851,22.18
10/24/2021,Lampung,Lampung,1175.909,1.058
10/25/2021,Lampung,Lampung,1203.102,27.193
10/26/2021,Lampung,Lampung,1217.127,14.025
10/27/2021,Lampung,Lampung,1243.069,25.942
10/28/2021,Lampung,Lampung,1274.493,31.424
10/29/2021,Lampung,Lampung,1300.674,26.181
10/30/2021,Lampung,Lampung,1321.797,21.123
10/31/2021,Lampung,Lampung,1323.147,1.35
11/1/2021,Lampung,Lampung,1353.685,30.538
11/2/2021,Lampung,Lampung,1394.306,40.621
11/3/2021,Lampung,Lampung,1461.19,66.884
11/4/2021,Lampung,Lampung,1529.964,68.774
11/5/2021,Lampung,Lampung,1597.317,67.353
11/6/2021,Lampung,Lampung,1644.98,47.663
11/7/2021,Lampung,Lampung,1647.067,2.087
11/8/2021,Lampung,Lampung,1708.734,61.667
11/9/2021,Lampung,Lampung,1755.208,46.474
11/10/2021,Lampung,Lampung,1784.259,29.051
11/11/2021,Lampung,Lampung,1818.787,34.528
11/12/2021,Lampung,Lampung,1841.441,22.654
11/13/2021,Lampung,Lampung,1871.366,29.925
11/14/2021,Lampung,Lampung,1872.967,1.601
11/15/2021,Lampung,Lampung,1907.845,34.878
11/16/2021,Lampung,Lampung,1937.104,29.259
11/17/2021,Lampung,Lampung,1962.672,25.568
11/18/2021,Lampung,Lampung,2014.979,52.307
11/19/2021,Lampung,Lampung,2070.274,55.295
11/20/2021,Lampung,Lampung,2102.564,32.29
11/21/2021,Lampung,Lampung,2103.688,1.124
11/22/2021,Lampung,Lampung,2150.142,46.454
11/23/2021,Lampung,Lampung,2180.415,30.273
11/24/2021,Lampung,Lampung,2219.438,39.023
11/25/2021,Lampung,Lampung,2256.235,36.797
11/26/2021,Lampung,Lampung,2279.979,23.744
11/27/2021,Lampung,Lampung,2319.507,39.528
11/28/2021,Lampung,Lampung,2320.491,0.984
11/29/2021,Lampung,Lampung,2348.004,27.513
11/30/2021,Lampung,Lampung,2368.226,20.222
12/1/2021,Lampung,Lampung,2385.705,17.479
12/2/2021,Lampung,Lampung,2408.167,22.462
12/3/2021,Lampung,Lampung,2431.01,22.843
12/4/2021,Lampung,Lampung,2444.505,13.495
12/5/2021,Lampung,Lampung,2445.588,1.083
12/6/2021,Lampung,Lampung,2477.125,31.537
12/7/2021,Lampung,Lampung,2493.557,16.432
12/8/2021,Lampung,Lampung,2525.806,32.249
12/9/2021,Lampung,Lampung,2556.814,31.008
12/10/2021,Lampung,Lampung,2580.565,23.751
12/11/2021,Lampung,Lampung,2603.724,23.159
12/12/2021,Lampung,Lampung,2604.976,1.252
12/13/2021,Lampung,Lampung,2643.935,38.959
12/14/2021,Lampung,Lampung,2682.346,38.411
12/15/2021,Lampung,Lampung,2713.123,30.777
12/16/2021,Lampung,Lampung,2744.792,31.669
12/17/2021,Lampung,Lampung,2774.141,29.349
12/18/2021,Lampung,Lampung,2797.285,23.144
12/19/2021,Lampung,Lampung,2801.181,3.896
12/20/2021,Lampung,Lampung,2835.328,34.147
12/21/2021,Lampung,Lampung,2866.927,31.599
12/22/2021,Lampung,Lampung,2895.095,28.168
12/23/2021,Lampung,Lampung,2923.92,28.825
12/24/2021,Lampung,Lampung,2946.115,22.195
12/25/2021,Lampung,Lampung,2950.408,4.293
12/26/2021,Lampung,Lampung,2953.164,2.756
12/27/2021,Lampung,Lampung,2971.619,18.455
1/13/2021,Riau,Kepulauan Riau,0,0
1/14/2021,Riau,Kepulauan Riau,0,0
1/15/2021,Riau,Kepulauan Riau,0.002,0.002
1/16/2021,Riau,Kepulauan Riau,0.002,0
1/17/2021,Riau,Kepulauan Riau,0.002,0
1/18/2021,Riau,Kepulauan Riau,0.002,0
1/19/2021,Riau,Kepulauan Riau,0.002,0
1/20/2021,Riau,Kepulauan Riau,0.002,0
1/21/2021,Riau,Kepulauan Riau,0.004,0.002
1/22/2021,Riau,Kepulauan Riau,0.006,0.002
1/23/2021,Riau,Kepulauan Riau,0.006,0
1/24/2021,Riau,Kepulauan Riau,0.006,0
1/25/2021,Riau,Kepulauan Riau,0.007,0.001
1/26/2021,Riau,Kepulauan Riau,0.008,0.001
1/27/2021,Riau,Kepulauan Riau,0.008,0
1/28/2021,Riau,Kepulauan Riau,0.063,0.055
1/29/2021,Riau,Kepulauan Riau,0.183,0.12
1/30/2021,Riau,Kepulauan Riau,0.287,0.104
1/31/2021,Riau,Kepulauan Riau,0.298,0.011
2/1/2021,Riau,Kepulauan Riau,0.714,0.416
2/2/2021,Riau,Kepulauan Riau,1.129,0.415
2/3/2021,Riau,Kepulauan Riau,1.823,0.694
2/4/2021,Riau,Kepulauan Riau,2.741,0.918
2/5/2021,Riau,Kepulauan Riau,3.239,0.498
2/6/2021,Riau,Kepulauan Riau,3.349,0.11
2/7/2021,Riau,Kepulauan Riau,3.349,0
2/8/2021,Riau,Kepulauan Riau,3.711,0.362
2/9/2021,Riau,Kepulauan Riau,4.054,0.343
2/10/2021,Riau,Kepulauan Riau,4.507,0.453
2/11/2021,Riau,Kepulauan Riau,5.232,0.725
2/12/2021,Riau,Kepulauan Riau,5.377,0.145
2/13/2021,Riau,Kepulauan Riau,6.188,0.811
2/14/2021,Riau,Kepulauan Riau,6.232,0.044
2/15/2021,Riau,Kepulauan Riau,6.98,0.748
2/16/2021,Riau,Kepulauan Riau,8.142,1.162
2/17/2021,Riau,Kepulauan Riau,9.055,0.913
2/18/2021,Riau,Kepulauan Riau,9.642,0.587
2/19/2021,Riau,Kepulauan Riau,10.002,0.36
2/20/2021,Riau,Kepulauan Riau,10.406,0.404
2/21/2021,Riau,Kepulauan Riau,10.433,0.027
2/22/2021,Riau,Kepulauan Riau,10.843,0.41
2/23/2021,Riau,Kepulauan Riau,11.069,0.226
2/24/2021,Riau,Kepulauan Riau,11.213,0.144
2/25/2021,Riau,Kepulauan Riau,11.484,0.271
2/26/2021,Riau,Kepulauan Riau,11.534,0.05
2/27/2021,Riau,Kepulauan Riau,11.866,0.332
2/28/2021,Riau,Kepulauan Riau,11.881,0.015
3/1/2021,Riau,Kepulauan Riau,12.107,0.226
3/2/2021,Riau,Kepulauan Riau,12.508,0.401
3/3/2021,Riau,Kepulauan Riau,12.902,0.394
3/4/2021,Riau,Kepulauan Riau,13.061,0.159
3/5/2021,Riau,Kepulauan Riau,13.229,0.168
3/6/2021,Riau,Kepulauan Riau,13.289,0.06
3/7/2021,Riau,Kepulauan Riau,13.293,0.004
3/8/2021,Riau,Kepulauan Riau,13.406,0.113
3/9/2021,Riau,Kepulauan Riau,13.499,0.093
3/10/2021,Riau,Kepulauan Riau,13.584,0.085
3/11/2021,Riau,Kepulauan Riau,13.608,0.024
3/12/2021,Riau,Kepulauan Riau,13.64,0.032
3/13/2021,Riau,Kepulauan Riau,13.684,0.044
3/14/2021,Riau,Kepulauan Riau,13.686,0.002
3/15/2021,Riau,Kepulauan Riau,14.097,0.411
3/16/2021,Riau,Kepulauan Riau,14.897,0.8
3/17/2021,Riau,Kepulauan Riau,15.613,0.716
3/18/2021,Riau,Kepulauan Riau,17.076,1.463
3/19/2021,Riau,Kepulauan Riau,18.764,1.688
3/20/2021,Riau,Kepulauan Riau,19.063,0.299
3/21/2021,Riau,Kepulauan Riau,19.065,0.002
3/22/2021,Riau,Kepulauan Riau,21.05,1.985
3/23/2021,Riau,Kepulauan Riau,22.729,1.679
3/24/2021,Riau,Kepulauan Riau,24.411,1.682
3/25/2021,Riau,Kepulauan Riau,24.612,0.201
3/26/2021,Riau,Kepulauan Riau,24.931,0.319
3/27/2021,Riau,Kepulauan Riau,25.006,0.075
3/28/2021,Riau,Kepulauan Riau,25.024,0.018
3/29/2021,Riau,Kepulauan Riau,25.568,0.544
3/30/2021,Riau,Kepulauan Riau,25.891,0.323
3/31/2021,Riau,Kepulauan Riau,26.392,0.501
4/1/2021,Riau,Kepulauan Riau,26.911,0.519
4/2/2021,Riau,Kepulauan Riau,27.287,0.376
4/3/2021,Riau,Kepulauan Riau,27.586,0.299
4/4/2021,Riau,Kepulauan Riau,27.592,0.006
4/5/2021,Riau,Kepulauan Riau,28.926,1.334
4/6/2021,Riau,Kepulauan Riau,30.194,1.268
4/7/2021,Riau,Kepulauan Riau,31.131,0.937
4/8/2021,Riau,Kepulauan Riau,32.251,1.12
4/9/2021,Riau,Kepulauan Riau,33.541,1.29
4/10/2021,Riau,Kepulauan Riau,34.287,0.746
4/11/2021,Riau,Kepulauan Riau,34.432,0.145
4/12/2021,Riau,Kepulauan Riau,35.188,0.756
4/13/2021,Riau,Kepulauan Riau,35.629,0.441
4/14/2021,Riau,Kepulauan Riau,36.459,0.83
4/15/2021,Riau,Kepulauan Riau,37.109,0.65
4/16/2021,Riau,Kepulauan Riau,37.325,0.216
4/17/2021,Riau,Kepulauan Riau,37.573,0.248
4/18/2021,Riau,Kepulauan Riau,37.589,0.016
4/19/2021,Riau,Kepulauan Riau,38.124,0.535
4/20/2021,Riau,Kepulauan Riau,40.445,2.321
4/21/2021,Riau,Kepulauan Riau,41.565,1.12
4/22/2021,Riau,Kepulauan Riau,42.513,0.948
4/23/2021,Riau,Kepulauan Riau,42.954,0.441
4/24/2021,Riau,Kepulauan Riau,43.133,0.179
4/25/2021,Riau,Kepulauan Riau,43.133,0
4/26/2021,Riau,Kepulauan Riau,43.675,0.542
4/27/2021,Riau,Kepulauan Riau,43.93,0.255
4/28/2021,Riau,Kepulauan Riau,44.509,0.579
4/29/2021,Riau,Kepulauan Riau,44.789,0.28
4/30/2021,Riau,Kepulauan Riau,44.826,0.037
5/1/2021,Riau,Kepulauan Riau,44.832,0.006
5/2/2021,Riau,Kepulauan Riau,44.832,0
5/3/2021,Riau,Kepulauan Riau,44.999,0.167
5/4/2021,Riau,Kepulauan Riau,45.465,0.466
5/5/2021,Riau,Kepulauan Riau,45.827,0.362
5/6/2021,Riau,Kepulauan Riau,46.245,0.418
5/7/2021,Riau,Kepulauan Riau,46.551,0.306
5/8/2021,Riau,Kepulauan Riau,46.665,0.114
5/9/2021,Riau,Kepulauan Riau,46.952,0.287
5/10/2021,Riau,Kepulauan Riau,47.122,0.17
5/11/2021,Riau,Kepulauan Riau,47.424,0.302
5/12/2021,Riau,Kepulauan Riau,47.425,0.001
5/13/2021,Riau,Kepulauan Riau,47.425,0
5/14/2021,Riau,Kepulauan Riau,47.432,0.007
5/15/2021,Riau,Kepulauan Riau,47.503,0.071
5/16/2021,Riau,Kepulauan Riau,47.506,0.003
5/17/2021,Riau,Kepulauan Riau,48.191,0.685
5/18/2021,Riau,Kepulauan Riau,49.017,0.826
5/19/2021,Riau,Kepulauan Riau,49.914,0.897
5/20/2021,Riau,Kepulauan Riau,52.185,2.271
5/21/2021,Riau,Kepulauan Riau,52.914,0.729
5/22/2021,Riau,Kepulauan Riau,53.834,0.92
5/23/2021,Riau,Kepulauan Riau,54.087,0.253
5/24/2021,Riau,Kepulauan Riau,54.701,0.614
5/25/2021,Riau,Kepulauan Riau,55.951,1.25
5/26/2021,Riau,Kepulauan Riau,56.05,0.099
5/27/2021,Riau,Kepulauan Riau,57.991,1.941
5/28/2021,Riau,Kepulauan Riau,59.797,1.806
5/29/2021,Riau,Kepulauan Riau,62.104,2.307
5/30/2021,Riau,Kepulauan Riau,62.211,0.107
5/31/2021,Riau,Kepulauan Riau,63.073,0.862
6/1/2021,Riau,Kepulauan Riau,63.404,0.331
6/2/2021,Riau,Kepulauan Riau,65.34,1.936
6/3/2021,Riau,Kepulauan Riau,66.783,1.443
6/4/2021,Riau,Kepulauan Riau,67.739,0.956
6/5/2021,Riau,Kepulauan Riau,70.195,2.456
6/6/2021,Riau,Kepulauan Riau,70.582,0.387
6/7/2021,Riau,Kepulauan Riau,72.06,1.478
6/8/2021,Riau,Kepulauan Riau,73.019,0.959
6/9/2021,Riau,Kepulauan Riau,73.82,0.801
6/10/2021,Riau,Kepulauan Riau,74.844,1.024
6/11/2021,Riau,Kepulauan Riau,76.239,1.395
6/12/2021,Riau,Kepulauan Riau,78.178,1.939
6/13/2021,Riau,Kepulauan Riau,78.431,0.253
6/14/2021,Riau,Kepulauan Riau,79.468,1.037
6/15/2021,Riau,Kepulauan Riau,81.413,1.945
6/16/2021,Riau,Kepulauan Riau,83.676,2.263
6/17/2021,Riau,Kepulauan Riau,88.772,5.096
6/18/2021,Riau,Kepulauan Riau,93.374,4.602
6/19/2021,Riau,Kepulauan Riau,98.895,5.521
6/20/2021,Riau,Kepulauan Riau,99.908,1.013
6/21/2021,Riau,Kepulauan Riau,104.671,4.763
6/22/2021,Riau,Kepulauan Riau,112.188,7.517
6/23/2021,Riau,Kepulauan Riau,119.082,6.894
6/24/2021,Riau,Kepulauan Riau,123.387,4.305
6/25/2021,Riau,Kepulauan Riau,125.749,2.362
6/26/2021,Riau,Kepulauan Riau,128.21,2.461
6/27/2021,Riau,Kepulauan Riau,131.978,3.768
6/28/2021,Riau,Kepulauan Riau,133.864,1.886
6/29/2021,Riau,Kepulauan Riau,134.793,0.929
6/30/2021,Riau,Kepulauan Riau,136.411,1.618
7/1/2021,Riau,Kepulauan Riau,138.132,1.721
7/2/2021,Riau,Kepulauan Riau,142.296,4.164
7/3/2021,Riau,Kepulauan Riau,145.159,2.863
7/4/2021,Riau,Kepulauan Riau,145.391,0.232
7/5/2021,Riau,Kepulauan Riau,147.309,1.918
7/6/2021,Riau,Kepulauan Riau,149.434,2.125
7/7/2021,Riau,Kepulauan Riau,152.933,3.499
7/8/2021,Riau,Kepulauan Riau,155.518,2.585
7/9/2021,Riau,Kepulauan Riau,159.368,3.85
7/10/2021,Riau,Kepulauan Riau,161.619,2.251
7/11/2021,Riau,Kepulauan Riau,163.614,1.995
7/12/2021,Riau,Kepulauan Riau,167.328,3.714
7/13/2021,Riau,Kepulauan Riau,171.527,4.199
7/14/2021,Riau,Kepulauan Riau,176.494,4.967
7/15/2021,Riau,Kepulauan Riau,182.301,5.807
7/16/2021,Riau,Kepulauan Riau,186.92,4.619
7/17/2021,Riau,Kepulauan Riau,192.968,6.048
7/18/2021,Riau,Kepulauan Riau,199.613,6.645
7/19/2021,Riau,Kepulauan Riau,201.617,2.004
7/20/2021,Riau,Kepulauan Riau,201.672,0.055
7/21/2021,Riau,Kepulauan Riau,205.843,4.171
7/22/2021,Riau,Kepulauan Riau,208.912,3.069
7/23/2021,Riau,Kepulauan Riau,214.128,5.216
7/24/2021,Riau,Kepulauan Riau,220.167,6.039
7/25/2021,Riau,Kepulauan Riau,221.318,1.151
7/26/2021,Riau,Kepulauan Riau,228.812,7.494
7/27/2021,Riau,Kepulauan Riau,240.037,11.225
7/28/2021,Riau,Kepulauan Riau,245.078,5.041
7/29/2021,Riau,Kepulauan Riau,252.005,6.927
7/30/2021,Riau,Kepulauan Riau,257.271,5.266
7/31/2021,Riau,Kepulauan Riau,261.033,3.762
8/1/2021,Riau,Kepulauan Riau,261.48,0.447
8/2/2021,Riau,Kepulauan Riau,265.575,4.095
8/3/2021,Riau,Kepulauan Riau,270.96,5.385
8/4/2021,Riau,Kepulauan Riau,278.161,7.201
8/5/2021,Riau,Kepulauan Riau,290.571,12.41
8/6/2021,Riau,Kepulauan Riau,306.8,16.229
8/7/2021,Riau,Kepulauan Riau,329.791,22.991
8/8/2021,Riau,Kepulauan Riau,338.623,8.832
8/9/2021,Riau,Kepulauan Riau,348.509,9.886
8/10/2021,Riau,Kepulauan Riau,359.555,11.046
8/11/2021,Riau,Kepulauan Riau,361.531,1.976
8/12/2021,Riau,Kepulauan Riau,378.277,16.746
8/13/2021,Riau,Kepulauan Riau,390.116,11.839
8/14/2021,Riau,Kepulauan Riau,401.377,11.261
8/15/2021,Riau,Kepulauan Riau,406.598,5.221
8/16/2021,Riau,Kepulauan Riau,418.545,11.947
8/17/2021,Riau,Kepulauan Riau,419.128,0.583
8/18/2021,Riau,Kepulauan Riau,429.241,10.113
8/19/2021,Riau,Kepulauan Riau,439.274,10.033
8/20/2021,Riau,Kepulauan Riau,448.45,9.176
8/21/2021,Riau,Kepulauan Riau,461.113,12.663
8/22/2021,Riau,Kepulauan Riau,461.686,0.573
8/23/2021,Riau,Kepulauan Riau,470.981,9.295
8/24/2021,Riau,Kepulauan Riau,478.423,7.442
8/25/2021,Riau,Kepulauan Riau,484.788,6.365
8/26/2021,Riau,Kepulauan Riau,490.621,5.833
8/27/2021,Riau,Kepulauan Riau,497.405,6.784
8/28/2021,Riau,Kepulauan Riau,508.39,10.985
8/29/2021,Riau,Kepulauan Riau,510.545,2.155
8/30/2021,Riau,Kepulauan Riau,522.316,11.771
8/31/2021,Riau,Kepulauan Riau,535.135,12.819
9/1/2021,Riau,Kepulauan Riau,552.274,17.139
9/2/2021,Riau,Kepulauan Riau,570.275,18.001
9/3/2021,Riau,Kepulauan Riau,578.944,8.669
9/4/2021,Riau,Kepulauan Riau,599.882,20.938
9/5/2021,Riau,Kepulauan Riau,606.121,6.239
9/6/2021,Riau,Kepulauan Riau,619.712,13.591
9/7/2021,Riau,Kepulauan Riau,631.95,12.238
9/8/2021,Riau,Kepulauan Riau,641.64,9.69
9/9/2021,Riau,Kepulauan Riau,652.861,11.221
9/10/2021,Riau,Kepulauan Riau,666.71,13.849
9/11/2021,Riau,Kepulauan Riau,692.415,25.705
9/12/2021,Riau,Kepulauan Riau,704.93,12.515
9/13/2021,Riau,Kepulauan Riau,716.526,11.596
9/14/2021,Riau,Kepulauan Riau,728.115,11.589
9/15/2021,Riau,Kepulauan Riau,738.548,10.433
9/16/2021,Riau,Kepulauan Riau,751.447,12.899
9/17/2021,Riau,Kepulauan Riau,765.756,14.309
9/18/2021,Riau,Kepulauan Riau,808.265,42.509
9/19/2021,Riau,Kepulauan Riau,822.763,14.498
9/20/2021,Riau,Kepulauan Riau,835.958,13.195
9/21/2021,Riau,Kepulauan Riau,850.578,14.62
9/22/2021,Riau,Kepulauan Riau,861.626,11.048
9/23/2021,Riau,Kepulauan Riau,871.755,10.129
9/24/2021,Riau,Kepulauan Riau,878.955,7.2
9/25/2021,Riau,Kepulauan Riau,895.495,16.54
9/26/2021,Riau,Kepulauan Riau,907.349,11.854
9/27/2021,Riau,Kepulauan Riau,913.588,6.239
9/28/2021,Riau,Kepulauan Riau,920.804,7.216
9/29/2021,Riau,Kepulauan Riau,927.841,7.037
9/30/2021,Riau,Kepulauan Riau,938.446,10.605
10/1/2021,Riau,Kepulauan Riau,945.458,7.012
10/2/2021,Riau,Kepulauan Riau,955.776,10.318
10/3/2021,Riau,Kepulauan Riau,956.182,0.406
10/4/2021,Riau,Kepulauan Riau,962.807,6.625
10/5/2021,Riau,Kepulauan Riau,969.248,6.441
10/6/2021,Riau,Kepulauan Riau,976.355,7.107
10/7/2021,Riau,Kepulauan Riau,982.659,6.304
10/8/2021,Riau,Kepulauan Riau,987.191,4.532
10/9/2021,Riau,Kepulauan Riau,995.734,8.543
10/10/2021,Riau,Kepulauan Riau,996.79,1.056
10/11/2021,Riau,Kepulauan Riau,1002.792,6.002
10/12/2021,Riau,Kepulauan Riau,1007.581,4.789
10/13/2021,Riau,Kepulauan Riau,1013.026,5.445
10/14/2021,Riau,Kepulauan Riau,1017.819,4.793
10/15/2021,Riau,Kepulauan Riau,1021.873,4.054
10/16/2021,Riau,Kepulauan Riau,1026.576,4.703
10/17/2021,Riau,Kepulauan Riau,1027.056,0.48
10/18/2021,Riau,Kepulauan Riau,1033.752,6.696
10/19/2021,Riau,Kepulauan Riau,1038.941,5.189
10/20/2021,Riau,Kepulauan Riau,1041.067,2.126
10/21/2021,Riau,Kepulauan Riau,1049.42,8.353
10/22/2021,Riau,Kepulauan Riau,1054.17,4.75
10/23/2021,Riau,Kepulauan Riau,1060.427,6.257
10/24/2021,Riau,Kepulauan Riau,1060.909,0.482
10/25/2021,Riau,Kepulauan Riau,1067.294,6.385
10/26/2021,Riau,Kepulauan Riau,1071.204,3.91
10/27/2021,Riau,Kepulauan Riau,1077.364,6.16
10/28/2021,Riau,Kepulauan Riau,1084.643,7.279
10/29/2021,Riau,Kepulauan Riau,1090.921,6.278
10/30/2021,Riau,Kepulauan Riau,1097.779,6.858
10/31/2021,Riau,Kepulauan Riau,1098.09,0.311
11/1/2021,Riau,Kepulauan Riau,1102.737,4.647
11/2/2021,Riau,Kepulauan Riau,1108.884,6.147
11/3/2021,Riau,Kepulauan Riau,1113.04,4.156
11/4/2021,Riau,Kepulauan Riau,1117.293,4.253
11/5/2021,Riau,Kepulauan Riau,1121.752,4.459
11/6/2021,Riau,Kepulauan Riau,1126.5,4.748
11/7/2021,Riau,Kepulauan Riau,1126.654,0.154
11/8/2021,Riau,Kepulauan Riau,1130.558,3.904
11/9/2021,Riau,Kepulauan Riau,1134.578,4.02
11/10/2021,Riau,Kepulauan Riau,1137.607,3.029
11/11/2021,Riau,Kepulauan Riau,1141.138,3.531
11/12/2021,Riau,Kepulauan Riau,1143.906,2.768
11/13/2021,Riau,Kepulauan Riau,1146.918,3.012
11/14/2021,Riau,Kepulauan Riau,1147.351,0.433
11/15/2021,Riau,Kepulauan Riau,1151.033,3.682
11/16/2021,Riau,Kepulauan Riau,1154.996,3.963
11/17/2021,Riau,Kepulauan Riau,1158.416,3.42
11/18/2021,Riau,Kepulauan Riau,1161.488,3.072
11/19/2021,Riau,Kepulauan Riau,1164.527,3.039
11/20/2021,Riau,Kepulauan Riau,1168.465,3.938
11/21/2021,Riau,Kepulauan Riau,1168.831,0.366
11/22/2021,Riau,Kepulauan Riau,1172.418,3.587
11/23/2021,Riau,Kepulauan Riau,1175.131,2.713
11/24/2021,Riau,Kepulauan Riau,1176.838,1.707
11/25/2021,Riau,Kepulauan Riau,1178.946,2.108
11/26/2021,Riau,Kepulauan Riau,1180.965,2.019
11/27/2021,Riau,Kepulauan Riau,1183.01,2.045
11/28/2021,Riau,Kepulauan Riau,1183.083,0.073
11/29/2021,Riau,Kepulauan Riau,1185.398,2.315
11/30/2021,Riau,Kepulauan Riau,1187.197,1.799
12/1/2021,Riau,Kepulauan Riau,1188.951,1.754
12/2/2021,Riau,Kepulauan Riau,1190.457,1.506
12/3/2021,Riau,Kepulauan Riau,1192.418,1.961
12/4/2021,Riau,Kepulauan Riau,1194.005,1.587
12/5/2021,Riau,Kepulauan Riau,1194.066,0.061
12/6/2021,Riau,Kepulauan Riau,1196.208,2.142
12/7/2021,Riau,Kepulauan Riau,1197.227,1.019
12/8/2021,Riau,Kepulauan Riau,1198.86,1.633
12/9/2021,Riau,Kepulauan Riau,1200.571,1.711
12/10/2021,Riau,Kepulauan Riau,1201.944,1.373
12/11/2021,Riau,Kepulauan Riau,1203.364,1.42
12/12/2021,Riau,Kepulauan Riau,1203.489,0.125
12/13/2021,Riau,Kepulauan Riau,1204.978,1.489
12/14/2021,Riau,Kepulauan Riau,1206.558,1.58
12/15/2021,Riau,Kepulauan Riau,1208.227,1.669
12/16/2021,Riau,Kepulauan Riau,1210.388,2.161
12/17/2021,Riau,Kepulauan Riau,1211.584,1.196
12/18/2021,Riau,Kepulauan Riau,1212.597,1.013
12/19/2021,Riau,Kepulauan Riau,1212.734,0.137
12/20/2021,Riau,Kepulauan Riau,1213.852,1.118
12/21/2021,Riau,Kepulauan Riau,1215.467,1.615
12/22/2021,Riau,Kepulauan Riau,1216.805,1.338
12/23/2021,Riau,Kepulauan Riau,1218.073,1.268
12/24/2021,Riau,Kepulauan Riau,1219.284,1.211
12/25/2021,Riau,Kepulauan Riau,1219.355,0.071
12/26/2021,Riau,Kepulauan Riau,1219.487,0.132
12/27/2021,Riau,Kepulauan Riau,1220.954,1.467
1/14/2021,Bangka Belitung,Kepulauan Bangka Belitung,0,0
1/15/2021,Bangka Belitung,Kepulauan Bangka Belitung,0,0
1/16/2021,Bangka Belitung,Kepulauan Bangka Belitung,0,0
1/17/2021,Bangka Belitung,Kepulauan Bangka Belitung,0,0
1/18/2021,Bangka Belitung,Kepulauan Bangka Belitung,0.001,0.001
1/19/2021,Bangka Belitung,Kepulauan Bangka Belitung,0.001,0
1/20/2021,Bangka Belitung,Kepulauan Bangka Belitung,0.002,0.001
1/21/2021,Bangka Belitung,Kepulauan Bangka Belitung,0.002,0
1/22/2021,Bangka Belitung,Kepulauan Bangka Belitung,0.002,0
1/23/2021,Bangka Belitung,Kepulauan Bangka Belitung,0.002,0
1/24/2021,Bangka Belitung,Kepulauan Bangka Belitung,0.004,0.002
1/25/2021,Bangka Belitung,Kepulauan Bangka Belitung,0.007,0.003
1/26/2021,Bangka Belitung,Kepulauan Bangka Belitung,0.007,0
1/27/2021,Bangka Belitung,Kepulauan Bangka Belitung,0.007,0
1/28/2021,Bangka Belitung,Kepulauan Bangka Belitung,0.017,0.01
1/29/2021,Bangka Belitung,Kepulauan Bangka Belitung,0.131,0.114
1/30/2021,Bangka Belitung,Kepulauan Bangka Belitung,0.207,0.076
1/31/2021,Bangka Belitung,Kepulauan Bangka Belitung,0.207,0
